"Project","Card","Result","Form","Action","AssetId","OfficialName","Backdrop"
"MashShielder","suppressing_shot","official mapped artwork","ortinax","attack","9400830","Trueshot","assets\reference\ce\art\9400830.png"
"MashShielder","switch_ortinax","official mapped artwork","ortinax","cast","9300330","Black Knight's Helmet","assets\reference\ce\art\9300330.png"
"MashShielder","switch_shielder","official mapped artwork","base","cast","9301820","Formal Portrait: Mash Kyrielight","assets\reference\ce\art\9301820.png"
"MashShielder","ten_pull_summon","official mapped artwork","base","cast","9304310","Golden Round Table Roulette","assets\reference\ce\art\9304310.png"
"MashShielder","tireless_guardian","official mapped artwork","base","idle","9407820","Those Who Watch Over the Night","assets\reference\ce\art\9407820.png"
"MashShielder","tragic_shield","official mapped artwork","base","cast","9300200","Sacred Devotion","assets\reference\ce\art\9300200.png"
"MashShielder","training_simulation","official mapped artwork","base","cast","9302580","FGO VR Mash Kyrielight","assets\reference\ce\art\9302580.png"
"MashShielder","twin_haft_strike","official mapped artwork","base","attack","9308070","Pair of White Swords","assets\reference\ce\art\9308070.png"
"MashShielder","utopian_fortress","official mapped artwork","paladin","cast","9402380","Fortress of the Sun","assets\reference\ce\art\9402380.png"
"MashShielder","vanguard_strike","official mapped artwork","base","attack","9303830","Ring of Transformation","assets\reference\ce\art\9303830.png"
"MashShielder","vivid_iron_dance","official mapped artwork","base","attack","9401150","Vivid Dance of Fists","assets\reference\ce\art\9401150.png"
"MashShielder","wall_doctrine","official mapped artwork","base","idle","9405150","Camelot Lesson","assets\reference\ce\art\9405150.png"
"MordredSaber","accumulated_hatred","official mapped artwork","base","idle","9307130","Eternal Spirit of Vengeance","assets\reference\ce\art\9307130.png"
"MordredSaber","ambition_for_the_throne","official mapped artwork","base","idle","9404240","The Beginning of Ambition","assets\reference\ce\art\9404240.png"
"MordredSaber","arts_command","official command card","","","COMMAND","FGO Command Card",""
"MordredSaber","avalanche_of_hatred","official mapped artwork","base","attack","9301650","Haori of the Vow","assets\reference\ce\art\9301650.png"
"MordredSaber","banner_of_rebellion","official mapped artwork","base","idle","9405560","Bare Kings","assets\reference\ce\art\9405560.png"
"MordredSaber","battle_instinct","official mapped artwork","base","cast","9400090","Concentration","assets\reference\ce\art\9400090.png"
"MordredSaber","beheading_of_the_usurper","official mapped artwork","base","attack","9309010","Sword of Sin","assets\reference\ce\art\9309010.png"
"MordredSaber","buster_command","official command card","","","COMMAND","FGO Command Card",""
"MordredSaber","camlann","official mapped artwork","base","cast","9306450","What Never Truly Mattered","assets\reference\ce\art\9306450.png"
"MordredSaber","chained_lightning","official mapped artwork","base","attack","9405160","Blooming in the Crimson Sky","assets\reference\ce\art\9405160.png"
"MordredSaber","chispa_de_clarent","official mapped artwork","base","attack","9408620","Dance of the Thunder God","assets\reference\ce\art\9408620.png"
"MordredSaber","cigarette_lion_b_plus","official mapped artwork","base","idle","9407760","Recollections of Smoke","assets\reference\ce\art\9407760.png"
"MordredSaber","claim_caliburn","official mapped artwork","base","cast","9401310","Ideal Holy King","assets\reference\ce\art\9401310.png"
"MordredSaber","clarent_blood_arthur_interlude","official mapped artwork","base","attack","9808850","Phantasma - Mordred Photo Collection","assets\reference\ce\art\9808850.png"
"MordredSaber","clarent_blood_arthur_manual","official mapped artwork","base","attack","9401700","Battle of Camlann","assets\reference\ce\art\9401700.png"
"MordredSaber","clarent_blood_arthur_unleashed","official mapped artwork","base","attack","9307770","Celebration Portrait: Mordred","assets\reference\ce\art\9307770.png"
"MordredSaber","coup_d_etat","official mapped artwork","base","attack","9303840","Pirate's Rule","assets\reference\ce\art\9303840.png"
"MordredSaber","crimson_lightning_climax_power","official mapped artwork","base","idle","9403470","Simply Crimson","assets\reference\ce\art\9403470.png"
"MordredSaber","crown_of_lightning","official mapped artwork","base","idle","9300010","Crown of the Star","assets\reference\ce\art\9300010.png"
"MordredSaber","defend","official mapped artwork","base","cast","9301850","Formal Portrait: Mordred","assets\reference\ce\art\9301850.png"
"MordredSaber","defiance_of_authority","official mapped artwork","base","attack","9301250","Unused Royal Authority","assets\reference\ce\art\9301250.png"
"MordredSaber","defiant_cut","official mapped artwork","base","attack","9403210","Fang-Sharp Shadow Blade","assets\reference\ce\art\9403210.png"
"MordredSaber","demanded_duel","official mapped artwork","base","cast","9303780","Seven Duels of Swordmasters","assets\reference\ce\art\9303780.png"
"MordredSaber","denied_inheritance","official mapped artwork","base","cast","9300120","Queen's Present","assets\reference\ce\art\9300120.png"
"MordredSaber","dented_helm","official mapped artwork","base","cast","9401550","True Samadhi Fire","assets\reference\ce\art\9401550.png"
"MordredSaber","dont_call_me_a_girl","official mapped artwork","base","cast","9301850","Formal Portrait: Mordred","assets\reference\ce\art\9301850.png"
"MordredSaber","double_edge_of_hatred","official mapped artwork","base","idle","9406270","Crucible of Bloody Tears","assets\reference\ce\art\9406270.png"
"MordredSaber","double_rebellion","official mapped artwork","base","attack","9304490","The Sword Broken at Battle's End","assets\reference\ce\art\9304490.png"
"MordredSaber","dragons_blood","official mapped artwork","base","idle","9401550","True Samadhi Fire","assets\reference\ce\art\9401550.png"
"MordredSaber","fathers_sword","official mapped artwork","base","attack","9306410","Sword of Kings and Heroes","assets\reference\ce\art\9306410.png"
"MordredSaber","feast_after_battle","official mapped artwork","base","cast","9304340","At Sunset, After the Battle","assets\reference\ce\art\9304340.png"
"MordredSaber","homunculus_acceleration","official mapped artwork","base","idle","9406950","Homunculus Cradle","assets\reference\ce\art\9406950.png"
"MordredSaber","hundred_shattered_swords","official mapped artwork","base","attack","9303640","Scale of the Stars","assets\reference\ce\art\9303640.png"
"MordredSaber","ill_repaid_loyalty","official mapped artwork","base","cast","9806610","Chocolates of Betrayal","assets\reference\ce\art\9806610.png"
"MordredSaber","insolent_guard","official mapped artwork","base","cast","9307770","Celebration Portrait: Mordred","assets\reference\ce\art\9307770.png"
"MordredSaber","insolent_strike","official mapped artwork","base","attack","9302850","True Wisdom of Ice","assets\reference\ce\art\9302850.png"
"MordredSaber","instinct_b","official mapped artwork","base","cast","9300750","Salmon of Knowledge","assets\reference\ce\art\9300750.png"
"MordredSaber","kairis_command_seal","official mapped artwork","base","cast","9400380","Seal Designation Enforcer","assets\reference\ce\art\9400380.png"
"MordredSaber","knight_of_red_lightning_a_plus","official mapped artwork","base","idle","9400660","Lightning Reindeer","assets\reference\ce\art\9400660.png"
"MordredSaber","knights_steadfastness","official mapped artwork","base","cast","9808850","Phantasma - Mordred Photo Collection","assets\reference\ce\art\9808850.png"
"MordredSaber","lightning_of_clarent","official mapped artwork","base","attack","9408620","Dance of the Thunder God","assets\reference\ce\art\9408620.png"
"MordredSaber","lightning_speed","official mapped artwork","base","attack","9303600","Contest of Speed","assets\reference\ce\art\9303600.png"
"MordredSaber","lightning_splinters","official mapped artwork","base","attack","9407410","Highway Meteor Shower","assets\reference\ce\art\9407410.png"
"MordredSaber","lightning_visit","official mapped artwork","base","cast","9404710","Sparks of the Makoto","assets\reference\ce\art\9404710.png"
"MordredSaber","loudmouths_taunt","official mapped artwork","base","cast","9402320","Outrage","assets\reference\ce\art\9402320.png"
"MordredSaber","lower_the_visor","official mapped artwork","base","cast","9401550","True Samadhi Fire","assets\reference\ce\art\9401550.png"
"MordredSaber","mana_burst_a","official mapped artwork","base","cast","9400400","Prisma Cosmos","assets\reference\ce\art\9400400.png"
"MordredSaber","mana_burst_red_lightning","official mapped artwork","base","attack","9400260","Gem Magecraft: Antumbra","assets\reference\ce\art\9400260.png"
"MordredSaber","mana_ignition","official mapped artwork","base","cast","9400870","Mana Gauge","assets\reference\ce\art\9400870.png"
"MordredSaber","memory_of_trifas","official mapped artwork","base","idle","9301790","Fate/Apocrypha","assets\reference\ce\art\9301790.png"
"MordredSaber","onslaught_of_hatred","official mapped artwork","base","attack","9300290","Blood-Thirsting Axe","assets\reference\ce\art\9300290.png"
"MordredSaber","plunder_of_the_royal_hoard","official mapped artwork","base","cast","9303650","Grave Keeper's Treasure","assets\reference\ce\art\9303650.png"
"MordredSaber","proud_greatsword","official mapped artwork","base","attack","9406620","Great Sword of Distinction","assets\reference\ce\art\9406620.png"
"MordredSaber","quick_command","official command card","","","COMMAND","FGO Command Card",""
"MordredSaber","rebellion","official mapped artwork","base","attack","9806070","First Step to Rebellion","assets\reference\ce\art\9806070.png"
"MordredSaber","rebels_double_edge","official mapped artwork","base","attack","9302990","Travel Portrait: Altria Pendragon","assets\reference\ce\art\9302990.png"
"MordredSaber","reckless_charge","official mapped artwork","base","attack","9806210","Swift Ride","assets\reference\ce\art\9806210.png"
"MordredSaber","residual_lightning","official mapped artwork","base","attack","9300610","Hand of Lightning","assets\reference\ce\art\9300610.png"
"MordredSaber","ride_the_stolen","official mapped artwork","base","cast","9805530","Rider Belt Replica","assets\reference\ce\art\9805530.png"
"MordredSaber","roar_of_rebellion","official mapped artwork","base","cast","9301260","Oni's Mask","assets\reference\ce\art\9301260.png"
"MordredSaber","royal_tantrum","official mapped artwork","base","attack","9406480","King of Fools' Shackles","assets\reference\ce\art\9406480.png"
"MordredSaber","rude_kick","official mapped artwork","base","attack","9806950","Amethyst Candy","assets\reference\ce\art\9806950.png"
"MordredSaber","saberface","official mapped artwork","base","idle","9310900","Heroic Spirit Stellar Journey: Mordred","assets\reference\ce\art\9310900.png"
"MordredSaber","scorn_for_the_throne","official mapped artwork","base","cast","9300020","Relic of the King","assets\reference\ce\art\9300020.png"
"MordredSaber","secret_of_pedigree_e_x","official mapped artwork","base","cast","9304250","Festival Portrait: Mordred","assets\reference\ce\art\9304250.png"
"MordredSaber","secret_revealed","official mapped artwork","base","idle","9303440","My Poisoned Chalice, My Mask","assets\reference\ce\art\9303440.png"
"MordredSaber","slash_of_clarent","official mapped artwork","base","attack","9306500","Red Sword","assets\reference\ce\art\9306500.png"
"MordredSaber","sparks_of_the_helm","official mapped artwork","base","cast","9401550","True Samadhi Fire","assets\reference\ce\art\9401550.png"
"MordredSaber","spoils_of_camelot","official mapped artwork","base","cast","9402910","The Star of Camelot","assets\reference\ce\art\9402910.png"
"MordredSaber","storm_of_camelot","official mapped artwork","base","attack","9405140","Chaldea Stars","assets\reference\ce\art\9405140.png"
"MordredSaber","storm_of_steel","official mapped artwork","base","attack","9408720","Stormy Night","assets\reference\ce\art\9408720.png"
"MordredSaber","strike","official mapped artwork","base","attack","9306500","Red Sword","assets\reference\ce\art\9306500.png"
"MordredSaber","the_most_radiant_sword","official mapped artwork","base","idle","9304410","Then the Sacred Sword Shines","assets\reference\ce\art\9304410.png"
"MordredSaber","tournament_footwork","official mapped artwork","base","cast","9310900","Heroic Spirit Stellar Journey: Mordred","assets\reference\ce\art\9310900.png"
"MordredSaber","tournament_guard","official mapped artwork","base","cast","9808850","Phantasma - Mordred Photo Collection","assets\reference\ce\art\9808850.png"
"MordredSaber","treat_me_as_a_knight","official mapped artwork","base","cast","9808480","As a Knight","assets\reference\ce\art\9808480.png"
"MordredSaber","tribute_to_the_throne","official mapped artwork","base","cast","9302530","Pray Upon the Sword, Wish Upon Life","assets\reference\ce\art\9302530.png"
"MordredSaber","war_cry","official mapped artwork","base","cast","9300740","Final Battle","assets\reference\ce\art\9300740.png"
"MorganBerserker","a_home_with_morgan","official mapped artwork","queen","cast","9809020","Tale of Morgania","assets\reference\ce\art\9809020.png"
"MorganBerserker","adversitys_fury","official mapped artwork","queen","attack","9405570","Adversity Ablaze","assets\reference\ce\art\9405570.png"
"MorganBerserker","albions_breath","official mapped artwork","queen","attack","9406610","Raging Dragon's Lair","assets\reference\ce\art\9406610.png"
"MorganBerserker","arts_morgan","official command card","","","COMMAND","FGO Command Card",""
"MorganBerserker","baobhan_siths_shriek","official mapped artwork","queen","attack","9306670","Dream Portrait: Baobhan Sith","assets\reference\ce\art\9306670.png"
"MorganBerserker","barghests_fang","official mapped artwork","queen","attack","9306650","Dream Portrait: Barghest","assets\reference\ce\art\9306650.png"
"MorganBerserker","buster_morgan","official command card","","","COMMAND","FGO Command Card",""
"MorganBerserker","call_of_the_fairy_knights","official mapped artwork","queen","cast","9308020","Faerie Britain New Year's Ritual","assets\reference\ce\art\9308020.png"
"MorganBerserker","charisma_of_adversity","official mapped artwork","queen","idle","9305540","Hope, With You","assets\reference\ce\art\9305540.png"
"MorganBerserker","charisma_of_yearning","official mapped artwork","queen","cast","9307140","Flawless Charismatic Warrior","assets\reference\ce\art\9307140.png"
"MorganBerserker","curse_harvest","official mapped artwork","queen","cast","9400220","Primeval Curse","assets\reference\ce\art\9400220.png"
"MorganBerserker","curse_of_cernunnos","official mapped artwork","queen","idle","9405960","Maledict Bone Mountain","assets\reference\ce\art\9405960.png"
"MorganBerserker","cursed_bolt","official mapped artwork","queen","attack","9400240","Gandr","assets\reference\ce\art\9400240.png"
"MorganBerserker","cursed_rain","official mapped artwork","aesc","cast","9406510","Inverted Rain of Mud","assets\reference\ce\art\9406510.png"
"MorganBerserker","defend_morgan","official mapped artwork","queen","cast","9404330","Queen's Dream","assets\reference\ce\art\9404330.png"
"MorganBerserker","embrace_of_the_lake","official mapped artwork","queen","cast","9301310","Lady of the Lake","assets\reference\ce\art\9301310.png"
"MorganBerserker","extraordinary_tax","official mapped artwork","queen","cast","9300220","Golden Glass","assets\reference\ce\art\9300220.png"
"MorganBerserker","fae_blood_pact","official mapped artwork","queen","idle","9407080","Sweat Blood","assets\reference\ce\art\9407080.png"
"MorganBerserker","fae_respite","official mapped artwork","queen","cast","9809020","Tale of Morgania","assets\reference\ce\art\9809020.png"
"MorganBerserker","fairy_eyes","official mapped artwork","queen","idle","9404010","Purple Eyes","assets\reference\ce\art\9404010.png"
"MorganBerserker","fairy_of_the_rainland","official mapped artwork","aesc","idle","9307900","\""Gentle Rain in a Dark Forest\""","assets\reference\ce\art\9307900.png"
"MorganBerserker","fairy_queen_form","official mapped artwork","queen","cast","9308590","Exhibition Attire: Aesc the Rain Witch","assets\reference\ce\art\9308590.png"
"MorganBerserker","final_collection","official mapped artwork","queen","attack","9301060","Manifestation of the Golden Rule","assets\reference\ce\art\9301060.png"
"MorganBerserker","from_the_worlds_end","official mapped artwork","winter","cast","9802400","World's End White","assets\reference\ce\art\9802400.png"
"MorganBerserker","hailstorm_wall","official mapped artwork","winter","cast","9401140","Threefold Barrier","assets\reference\ce\art\9401140.png"
"MorganBerserker","item_construction","official mapped artwork","queen","idle","9402890","Witches' Kitchen","assets\reference\ce\art\9402890.png"
"MorganBerserker","knights_arm","official mapped artwork","queen","attack","9400640","Knight's Dignity","assets\reference\ce\art\9400640.png"
"MorganBerserker","lance_of_the_worlds_end","official mapped artwork","winter","attack","9305570","At World's End","assets\reference\ce\art\9305570.png"
"MorganBerserker","last_resort","official mapped artwork","queen","cast","9303360","Final Vacation","assets\reference\ce\art\9303360.png"
"MorganBerserker","mad_lunge","official mapped artwork","queen","attack","9402320","Outrage","assets\reference\ce\art\9402320.png"
"MorganBerserker","madness_enhancement","official mapped artwork","queen","idle","9408600","The One Who Stands at the Summit of Berserkers","assets\reference\ce\art\9408600.png"
"MorganBerserker","melusines_talon","official mapped artwork","queen","attack","9302880","The Dragon and the Dragon Swordsman","assets\reference\ce\art\9302880.png"
"MorganBerserker","memory_of_londinium","official mapped artwork","aesc","attack","9306410","Sword of Kings and Heroes","assets\reference\ce\art\9306410.png"
"MorganBerserker","memory_of_the_ash_tree","official mapped artwork","aesc","cast","9400960","Golden Millennium Tree","assets\reference\ce\art\9400960.png"
"MorganBerserker","mirror_clans_trick","official mapped artwork","queen","cast","9302670","Uncertain Glass","assets\reference\ce\art\9302670.png"
"MorganBerserker","mirror_strike","official mapped artwork","queen","attack","9400340","Kaleidoscope","assets\reference\ce\art\9400340.png"
"MorganBerserker","mist_veil","official mapped artwork","queen","cast","9300520","A Misty Night in London","assets\reference\ce\art\9300520.png"
"MorganBerserker","perpetual_winter","official mapped artwork","winter","idle","9403640","Goddesses of the Glittering Snow","assets\reference\ce\art\9403640.png"
"MorganBerserker","protection_of_the_lake","official mapped artwork","queen","cast","9301310","Lady of the Lake","assets\reference\ce\art\9301310.png"
"MorganBerserker","protective_frost","official mapped artwork","winter","cast","9405500","Winter Crystal","assets\reference\ce\art\9405500.png"
"MorganBerserker","queens_fury","official mapped artwork","queen","attack","9406440","Vengeance from the Underworld","assets\reference\ce\art\9406440.png"
"MorganBerserker","queens_gaze","official mapped artwork","queen","cast","9404010","Purple Eyes","assets\reference\ce\art\9404010.png"
"MorganBerserker","queens_mandate","official mapped artwork","queen","cast","9401430","Self Geas Scroll","assets\reference\ce\art\9401430.png"
"MorganBerserker","queens_metamorphosis","official mapped artwork","queen","cast","9308590","Exhibition Attire: Aesc the Rain Witch","assets\reference\ce\art\9308590.png"
"MorganBerserker","queens_sacrifice","official mapped artwork","winter","attack","9406440","Vengeance from the Underworld","assets\reference\ce\art\9406440.png"
"MorganBerserker","queens_scorn","official mapped artwork","queen","attack","9308590","Exhibition Attire: Aesc the Rain Witch","assets\reference\ce\art\9308590.png"
"MorganBerserker","queens_sentence_unleashed","official mapped artwork","queen","attack","9300290","Blood-Thirsting Axe","assets\reference\ce\art\9300290.png"
"MorganBerserker","quick_morgan","official command card","","","COMMAND","FGO Command Card",""
"MorganBerserker","rain_chant","official mapped artwork","aesc","cast","9307900","\""Gentle Rain in a Dark Forest\""","assets\reference\ce\art\9307900.png"
"MorganBerserker","rain_witch_form","official mapped artwork","aesc","cast","9401990","Witch Under the Moonlight","assets\reference\ce\art\9401990.png"
"MorganBerserker","replica_barrage","official mapped artwork","queen","attack","9308310","Tatars' Lance","assets\reference\ce\art\9308310.png"
"MorganBerserker","replica_lance","official mapped artwork","queen","attack","9400230","Projection","assets\reference\ce\art\9400230.png"
"MorganBerserker","rhongomyniad_rain","official mapped artwork","aesc","attack","9305590","Sacred Lance Longinus","assets\reference\ce\art\9305590.png"
"MorganBerserker","roadless_camelot","official mapped artwork","queen","attack","9301550","The Tower of Avalon","assets\reference\ce\art\9301550.png"
"MorganBerserker","royal_edict","official mapped artwork","queen","cast","9401430","Self Geas Scroll","assets\reference\ce\art\9401430.png"
"MorganBerserker","royal_execution","official mapped artwork","queen","attack","9300290","Blood-Thirsting Axe","assets\reference\ce\art\9300290.png"
"MorganBerserker","royal_punishment","official mapped artwork","queen","attack","9308180","Guillotine Ricanante","assets\reference\ce\art\9308180.png"
"MorganBerserker","saviors_tears","official mapped artwork","aesc","cast","9403840","Winter's Prayer","assets\reference\ce\art\9403840.png"
"MorganBerserker","saviors_vengeance","official mapped artwork","aesc","attack","9307130","Eternal Spirit of Vengeance","assets\reference\ce\art\9307130.png"
"MorganBerserker","scepter_blow","official mapped artwork","queen","attack","9300460","Hekate's Staff","assets\reference\ce\art\9300460.png"
"MorganBerserker","silly_mama","official mapped artwork","queen","cast","9407140","The Illegitimate Red Child's Dream","assets\reference\ce\art\9407140.png"
"MorganBerserker","sovereign_of_two_faces","official mapped artwork","queen","idle","9402190","Collection of Mysterious Masks","assets\reference\ce\art\9402190.png"
"MorganBerserker","spriggan_vigil","official mapped artwork","queen","idle","9302520","Guardian Gigantic","assets\reference\ce\art\9302520.png"
"MorganBerserker","storms_wrath","official mapped artwork","winter","attack","9406360","Ice Warrior","assets\reference\ce\art\9406360.png"
"MorganBerserker","strike_morgan","official mapped artwork","queen","attack","9311470","英霊極点：モルガン","assets\reference\ce\art\9311470.png"
"MorganBerserker","tax_collection","official mapped artwork","queen","cast","9302560","Tribute for King Solomon","assets\reference\ce\art\9302560.png"
"MorganBerserker","territory_creation","official mapped artwork","queen","idle","9301550","The Tower of Avalon","assets\reference\ce\art\9301550.png"
"MorganBerserker","twin_replicas","official mapped artwork","queen","attack","9308070","Pair of White Swords","assets\reference\ce\art\9308070.png"
"MorganBerserker","tyrants_blood","official mapped artwork","queen","attack","9406270","Crucible of Bloody Tears","assets\reference\ce\art\9406270.png"
"MorganBerserker","tyrants_lance","official mapped artwork","queen","attack","9408650","The One Who Stands at the Summit of Lancers","assets\reference\ce\art\9408650.png"
"MorganBerserker","tyrants_sweep","official mapped artwork","queen","attack","9401530","Divine Princess of the Storm","assets\reference\ce\art\9401530.png"
"MorganBerserker","under_the_world_tree","official mapped artwork","queen","cast","9300080","Yggdrasil Tree","assets\reference\ce\art\9300080.png"
"MorganBerserker","vassalage","official mapped artwork","queen","cast","9300980","Knight's Oath","assets\reference\ce\art\9300980.png"
"MorganBerserker","vivians_gift","official mapped artwork","aesc","cast","9304410","Then the Sacred Sword Shines","assets\reference\ce\art\9304410.png"
"MorganBerserker","wild_hunt_charge","official mapped artwork","queen","attack","9405030","Demonic Parade","assets\reference\ce\art\9405030.png"
"MorganBerserker","winter_coronation","official mapped artwork","winter","cast","9403820","Crowning Beauty, Greater Glory","assets\reference\ce\art\9403820.png"
"MorganBerserker","winter_court","official mapped artwork","winter","idle","9302690","Pharaoh’s Great Winter Celebration","assets\reference\ce\art\9302690.png"
"MorganBerserker","winter_decree","official mapped artwork","winter","cast","9405680","Holy Maiden of Winter","assets\reference\ce\art\9405680.png"
"MorganBerserker","winter_steel","official mapped artwork","winter","cast","9300070","Castle of Snow","assets\reference\ce\art\9300070.png"
"MorganBerserker","winter_thorns","official mapped artwork","winter","cast","9304620","Seed of Thorns","assets\reference\ce\art\9304620.png"
"MorganBerserker","witchs_mark","official mapped artwork","aesc","cast","9401990","Witch Under the Moonlight","assets\reference\ce\art\9401990.png"
"OberonPretender","a_dream_raised_to_the_beyond","official mapped artwork","base","cast","9301550","The Tower of Avalon","assets\reference\ce\art\9301550.png"
"OberonPretender","a_winters_tale","official mapped artwork","winter","cast","9405680","Holy Maiden of Winter","assets\reference\ce\art\9405680.png"
"OberonPretender","absolute_disguise","official mapped artwork","base","cast","9309580","Heroic Spirit Celebratory Attire: Oberon","assets\reference\ce\art\9309580.png"
"OberonPretender","abyssal_fairy_dust","official mapped artwork","vortigern","cast","9310760","Heroic Spirit Stellar Journey: Lady Avalon","assets\reference\ce\art\9310760.png"
"OberonPretender","apocalypse_io_u","official mapped artwork","base","cast","9302520","Guardian Gigantic","assets\reference\ce\art\9302520.png"
"OberonPretender","autumn_wood_harvest","official mapped artwork","base","cast","9405690","Guardians of the Garden","assets\reference\ce\art\9405690.png"
"OberonPretender","bedtime_story","official mapped artwork","base","cast","9803700","Powder Sugar Snow Tale","assets\reference\ce\art\9803700.png"
"OberonPretender","black_butterflies","official mapped artwork","base","attack","9305670","Illusion For You","assets\reference\ce\art\9305670.png"
"OberonPretender","but_a_dream","official mapped artwork","base","cast","9401600","Bygone Dream","assets\reference\ce\art\9401600.png"
"OberonPretender","collecting_names","official mapped artwork","base","cast","9300870","Letter From a Friend","assets\reference\ce\art\9300870.png"
"OberonPretender","court_of_insect_fae","official mapped artwork","base","idle","9301090","Library of the Hundred Personas","assets\reference\ce\art\9301090.png"
"OberonPretender","dawns_advance","official mapped artwork","base","cast","9400690","Holy Night Sign","assets\reference\ce\art\9400690.png"
"OberonPretender","defend","official mapped artwork","base","cast","9300520","A Misty Night in London","assets\reference\ce\art\9300520.png"
"OberonPretender","dragonfly_wings","official mapped artwork","winter","attack","9408080","Song of Slumber","assets\reference\ce\art\9408080.png"
"OberonPretender","dragons_blender_maw","official mapped artwork","base","attack","9806880","Evil Dragon under the Pillow","assets\reference\ce\art\9806880.png"
"OberonPretender","dreamlike_mist","official mapped artwork","base","cast","9300520","A Misty Night in London","assets\reference\ce\art\9300520.png"
"OberonPretender","dusk_song","official mapped artwork","base","cast","9400300","Angel's Song","assets\reference\ce\art\9400300.png"
"OberonPretender","early_collection","official mapped artwork","base","cast","9402940","Golden and Sun, the Gamblers","assets\reference\ce\art\9402940.png"
"OberonPretender","empty_promise","official mapped artwork","base","cast","9304750","The Promised Time","assets\reference\ce\art\9304750.png"
"OberonPretender","end_of_the_tale","official mapped artwork","base","attack","9303810","At the End of the Dream","assets\reference\ce\art\9303810.png"
"OberonPretender","ending_of_dreams","official mapped artwork","vortigern","cast","9405070","∞ Dream","assets\reference\ce\art\9405070.png"
"OberonPretender","ending_where_britain_has_future","official mapped artwork","vortigern","cast","9302760","What Encapsulates the World","assets\reference\ce\art\9302760.png"
"OberonPretender","evening_shroud","official mapped artwork","base","cast","9402730","Phantom Night","assets\reference\ce\art\9402730.png"
"OberonPretender","fae_tribute","official mapped artwork","base","cast","9302550","Falcon Witch's Banquet","assets\reference\ce\art\9302550.png"
"OberonPretender","faerie_negotiation","official mapped artwork","base","cast","9808690","Chocolate Faerie Britain","assets\reference\ce\art\9808690.png"
"OberonPretender","false_starfall","official mapped artwork","base","cast","9404830","Twinkling Stars","assets\reference\ce\art\9404830.png"
"OberonPretender","feather_coat","official mapped artwork","winter","cast","9303550","The Noble Sword and Shield","assets\reference\ce\art\9303550.png"
"OberonPretender","forget_me_not_petals","official mapped artwork","base","cast","9406180","Unwithering Flower","assets\reference\ce\art\9406180.png"
"OberonPretender","fortune_e_x","official mapped artwork","base","cast","9404530","Looking up at the Starry Sky","assets\reference\ce\art\9404530.png"
"OberonPretender","happy_ending_plan","official mapped artwork","vortigern","idle","9400480","The Black Grail","assets\reference\ce\art\9400480.png"
"OberonPretender","impossible_confession","official mapped artwork","base","cast","9403090","Mercy","assets\reference\ce\art\9403090.png"
"OberonPretender","insects_vigil","official mapped artwork","base","idle","9308020","Faerie Britain New Year's Ritual","assets\reference\ce\art\9308020.png"
"OberonPretender","interest_in_my_favor","official mapped artwork","base","idle","9805210","Just Pay Me Back with a Kiss","assets\reference\ce\art\9805210.png"
"OberonPretender","iron_eyes","official mapped artwork","base","cast","9300690","Impure Death Mask","assets\reference\ce\art\9300690.png"
"OberonPretender","item_construction_a_plus","official mapped artwork","base","idle","9402190","Collection of Mysterious Masks","assets\reference\ce\art\9402190.png"
"OberonPretender","king_faes_word","official mapped artwork","base","cast","9308450","Exhibition Attire: Oberon","assets\reference\ce\art\9308450.png"
"OberonPretender","kings_favor","official mapped artwork","base","attack","9300020","Relic of the King","assets\reference\ce\art\9300020.png"
"OberonPretender","lie_like_vortigern","official mapped artwork","vortigern","idle","9301030","White Dragon","assets\reference\ce\art\9301030.png"
"OberonPretender","lie_like_vortigern_unleashed","official mapped artwork","vortigern","attack","9303750","Beyond Oblivion","assets\reference\ce\art\9303750.png"
"OberonPretender","light_sleep","official mapped artwork","base","cast","9405730","Slumbering City","assets\reference\ce\art\9405730.png"
"OberonPretender","luck_e_x","official mapped artwork","base","cast","9300450","Star of Prophecy","assets\reference\ce\art\9300450.png"
"OberonPretender","lullaby_of_the_end","official mapped artwork","vortigern","cast","9405310","Sink Deeper","assets\reference\ce\art\9405310.png"
"OberonPretender","march_of_insect_fae","official mapped artwork","base","attack","9808870","Faerie Britain's Summer Break","assets\reference\ce\art\9808870.png"
"OberonPretender","midnight_assault","official mapped artwork","base","attack","9403270","A Tale of Love and Hope","assets\reference\ce\art\9403270.png"
"OberonPretender","morning_lark_alt","official mapped artwork","base","cast","9400410","Nightless Rose","assets\reference\ce\art\9400410.png"
"OberonPretender","mortgage_tomorrow","official mapped artwork","base","cast","9301530","Impossible Tomorrow","assets\reference\ce\art\9301530.png"
"OberonPretender","moth_flight","official mapped artwork","base","attack","9402760","Golden Wings","assets\reference\ce\art\9402760.png"
"OberonPretender","night_reading","official mapped artwork","base","idle","9805550","Half-Read Iliad","assets\reference\ce\art\9805550.png"
"OberonPretender","nightfall","official mapped artwork","base","cast","9401940","Howl at the Moon","assets\reference\ce\art\9401940.png"
"OberonPretender","nocturnal_euphoria","official mapped artwork","base","idle","9403680","Beautiful Dreamer","assets\reference\ce\art\9403680.png"
"OberonPretender","piper_of_autumn_wood","official mapped artwork","base","attack","9306180","Amulet from the Depths of the Dark Forest","assets\reference\ce\art\9306180.png"
